congress,publishdate,title,section,browseline1,firstpage,textfile
109,"September 1, 2006","Representative Chris Chocola, Biography",REPRESENTATIVE,Chris Chocola ,Indiana (IN),CDIR-2006-09-01/html/CDIR-2006-09-01-IN-H-2.htm
109,"September 1, 2006","Representative John N. Hostettler, Biography",REPRESENTATIVE,John N. Hostettler ,Indiana (IN),CDIR-2006-09-01/html/CDIR-2006-09-01-IN-H-8.htm
109,"September 1, 2006","Representative Mike Pence, Biography",REPRESENTATIVE,Mike Pence ,Indiana (IN),CDIR-2006-09-01/html/CDIR-2006-09-01-IN-H-6.htm
109,"September 1, 2006","Representative Michael E. Sodrel, Biography",REPRESENTATIVE,Michael E. Sodrel ,Indiana (IN),CDIR-2006-09-01/html/CDIR-2006-09-01-IN-H-9.htm
109,"September 1, 2006","Representative Mark E. Souder, Biography",REPRESENTATIVE,Mark E. Souder ,Indiana (IN),CDIR-2006-09-01/html/CDIR-2006-09-01-IN-H-3.htm
109,"September 1, 2006","Representative Peter J. Visclosky, Biography",REPRESENTATIVE,Peter J. Visclosky ,Indiana (IN),CDIR-2006-09-01/html/CDIR-2006-09-01-IN-H-1.htm
109,"September 1, 2006",Iowa State Delegation,STATEDELEGATION,Iowa (IA) Congressional Delegation ,Iowa (IA),CDIR-2006-09-01/html/CDIR-2006-09-01-IA.htm
109,"September 1, 2006","Senator Chuck Grassley, Biography",SENATOR,Chuck Grassley ,Iowa (IA),CDIR-2006-09-01/html/CDIR-2006-09-01-IA-S-1.htm
109,"September 1, 2006","Senator Tom Harkin, Biography",SENATOR,Tom Harkin ,Iowa (IA),CDIR-2006-09-01/html/CDIR-2006-09-01-IA-S-2.htm
109,"September 1, 2006","Representative Leonard L. Boswell, Biography",REPRESENTATIVE,Leonard L. Boswell ,Iowa (IA),CDIR-2006-09-01/html/CDIR-2006-09-01-IA-H-3.htm
109,"September 1, 2006","Representative Steve King, Biography",REPRESENTATIVE,Steve King ,Iowa (IA),CDIR-2006-09-01/html/CDIR-2006-09-01-IA-H-5.htm
109,"September 1, 2006","Representative Tom Latham, Biography",REPRESENTATIVE,Tom Latham ,Iowa (IA),CDIR-2006-09-01/html/CDIR-2006-09-01-IA-H-4.htm
109,"September 1, 2006","Representative James A. Leach, Biography",REPRESENTATIVE,James A. Leach ,Iowa (IA),CDIR-2006-09-01/html/CDIR-2006-09-01-IA-H-2.htm
109,"September 1, 2006","Representative Jim Nussle, Biography",REPRESENTATIVE,Jim Nussle ,Iowa (IA),CDIR-2006-09-01/html/CDIR-2006-09-01-IA-H-1.htm
109,"September 1, 2006",Kansas State Delegation,STATEDELEGATION,Kansas (KS) Congressional Delegation ,Kansas (KS),CDIR-2006-09-01/html/CDIR-2006-09-01-KS.htm
109,"September 1, 2006","Senator Sam Brownback, Biography",SENATOR,Sam Brownback ,Kansas (KS),CDIR-2006-09-01/html/CDIR-2006-09-01-KS-S-1.htm
109,"September 1, 2006","Senator Pat Roberts, Biography",SENATOR,Pat Roberts ,Kansas (KS),CDIR-2006-09-01/html/CDIR-2006-09-01-KS-S-2.htm
109,"September 1, 2006","Representative Dennis Moore, Biography",REPRESENTATIVE,Dennis Moore ,Kansas (KS),CDIR-2006-09-01/html/CDIR-2006-09-01-KS-H-3.htm
109,"September 1, 2006","Representative Jerry Moran, Biography",REPRESENTATIVE,Jerry Moran ,Kansas (KS),CDIR-2006-09-01/html/CDIR-2006-09-01-KS-H-1.htm
109,"September 1, 2006","Representative Jim Ryun, Biography",REPRESENTATIVE,Jim Ryun ,Kansas (KS),CDIR-2006-09-01/html/CDIR-2006-09-01-KS-H-2.htm
109,"September 1, 2006","Representative Todd Tiahrt, Biography",REPRESENTATIVE,Todd Tiahrt ,Kansas (KS),CDIR-2006-09-01/html/CDIR-2006-09-01-KS-H-4.htm
109,"September 1, 2006",Kentucky State Delegation,STATEDELEGATION,Kentucky (KY) Congressional Delegation ,Kentucky (KY),CDIR-2006-09-01/html/CDIR-2006-09-01-KY.htm
109,"September 1, 2006","Senator Jim Bunning, Biography",SENATOR,Jim Bunning ,Kentucky (KY),CDIR-2006-09-01/html/CDIR-2006-09-01-KY-S-2.htm
109,"September 1, 2006","Senator Mitch Mcconnell, Biography",SENATOR,Mitch McConnell ,Kentucky (KY),CDIR-2006-09-01/html/CDIR-2006-09-01-KY-S-1.htm
109,"September 1, 2006","Representative Ben Chandler, Biography",REPRESENTATIVE,Ben Chandler ,Kentucky (KY),CDIR-2006-09-01/html/CDIR-2006-09-01-KY-H-6.htm
109,"September 1, 2006","Representative Geoff Davis, Biography",REPRESENTATIVE,Geoff Davis ,Kentucky (KY),CDIR-2006-09-01/html/CDIR-2006-09-01-KY-H-4.htm
109,"September 1, 2006","Representative Ron Lewis, Biography",REPRESENTATIVE,Ron Lewis ,Kentucky (KY),CDIR-2006-09-01/html/CDIR-2006-09-01-KY-H-2.htm
109,"September 1, 2006","Representative Anne M. Northup, Biography",REPRESENTATIVE,Anne M. Northup ,Kentucky (KY),CDIR-2006-09-01/html/CDIR-2006-09-01-KY-H-3.htm
109,"September 1, 2006","Representative Harold Rogers, Biography",REPRESENTATIVE,Harold Rogers ,Kentucky (KY),CDIR-2006-09-01/html/CDIR-2006-09-01-KY-H-5.htm
109,"September 1, 2006","Representative Ed Whitfield, Biography",REPRESENTATIVE,Ed Whitfield ,Kentucky (KY),CDIR-2006-09-01/html/CDIR-2006-09-01-KY-H-1.htm
109,"September 1, 2006",Louisiana State Delegation,STATEDELEGATION,Louisiana (LA) Congressional Delegation ,Louisiana (LA),CDIR-2006-09-01/html/CDIR-2006-09-01-LA.htm
109,"September 1, 2006","Senator Mary L. Landrieu, Biography",SENATOR,Mary L. Landrieu ,Louisiana (LA),CDIR-2006-09-01/html/CDIR-2006-09-01-LA-S-1.htm
109,"September 1, 2006","Senator David Vitter, Biography",SENATOR,David Vitter ,Louisiana (LA),CDIR-2006-09-01/html/CDIR-2006-09-01-LA-S-2.htm
109,"September 1, 2006","Representative Rodney Alexander, Biography",REPRESENTATIVE,Rodney Alexander ,Louisiana (LA),CDIR-2006-09-01/html/CDIR-2006-09-01-LA-H-5.htm
109,"September 1, 2006","Representative Richard H. Baker, Biography",REPRESENTATIVE,Richard H. Baker ,Louisiana (LA),CDIR-2006-09-01/html/CDIR-2006-09-01-LA-H-6.htm
109,"September 1, 2006","Representative Charles W. Boustany, Jr., Biography",REPRESENTATIVE,"Charles W. Boustany, Jr. ",Louisiana (LA),CDIR-2006-09-01/html/CDIR-2006-09-01-LA-H-7.htm
109,"September 1, 2006","Representative William J. Jefferson, Biography",REPRESENTATIVE,William J. Jefferson ,Louisiana (LA),CDIR-2006-09-01/html/CDIR-2006-09-01-LA-H-2.htm
109,"September 1, 2006","Representative Bobby Jindal, Biography",REPRESENTATIVE,Bobby Jindal ,Louisiana (LA),CDIR-2006-09-01/html/CDIR-2006-09-01-LA-H-1.htm
109,"September 1, 2006","Representative Jim Mccrery, Biography",REPRESENTATIVE,Jim McCrery ,Louisiana (LA),CDIR-2006-09-01/html/CDIR-2006-09-01-LA-H-4.htm
109,"September 1, 2006","Representative Charlie Melancon, Biography",REPRESENTATIVE,Charlie Melancon ,Louisiana (LA),CDIR-2006-09-01/html/CDIR-2006-09-01-LA-H-3.htm
109,"September 1, 2006",Maine State Delegation,STATEDELEGATION,Maine (ME) Congressional Delegation ,Maine (ME),CDIR-2006-09-01/html/CDIR-2006-09-01-ME.htm
109,"September 1, 2006","Senator Susan M. Collins, Biography",SENATOR,Susan M. Collins ,Maine (ME),CDIR-2006-09-01/html/CDIR-2006-09-01-ME-S-2.htm
109,"September 1, 2006","Senator Olympia J. Snowe, Biography",SENATOR,Olympia J. Snowe ,Maine (ME),CDIR-2006-09-01/html/CDIR-2006-09-01-ME-S-1.htm
109,"September 1, 2006","Representative Thomas H. Allen, Biography",REPRESENTATIVE,Thomas H. Allen ,Maine (ME),CDIR-2006-09-01/html/CDIR-2006-09-01-ME-H-1.htm
109,"September 1, 2006","Representative Michael H. Michaud, Biography",REPRESENTATIVE,Michael H. Michaud ,Maine (ME),CDIR-2006-09-01/html/CDIR-2006-09-01-ME-H-2.htm
109,"September 1, 2006",Maryland State Delegation,STATEDELEGATION,Maryland (MD) Congressional Delegation ,Maryland (MD),CDIR-2006-09-01/html/CDIR-2006-09-01-MD.htm
109,"September 1, 2006","Senator Barbara A. Mikulski, Biography",SENATOR,Barbara A. Mikulski ,Maryland (MD),CDIR-2006-09-01/html/CDIR-2006-09-01-MD-S-2.htm
109,"September 1, 2006","Senator Paul S. Sarbanes, Biography",SENATOR,Paul S. Sarbanes ,Maryland (MD),CDIR-2006-09-01/html/CDIR-2006-09-01-MD-S-1.htm
109,"September 1, 2006","Representative Roscoe G. Bartlett, Biography",REPRESENTATIVE,Roscoe G. Bartlett ,Maryland (MD),CDIR-2006-09-01/html/CDIR-2006-09-01-MD-H-6.htm
109,"September 1, 2006","Representative Benjamin L. Cardin, Biography",REPRESENTATIVE,Benjamin L. Cardin ,Maryland (MD),CDIR-2006-09-01/html/CDIR-2006-09-01-MD-H-3.htm
109,"September 1, 2006","Representative Elijah E. Cummings, Biography",REPRESENTATIVE,Elijah E. Cummings ,Maryland (MD),CDIR-2006-09-01/html/CDIR-2006-09-01-MD-H-7.htm
109,"September 1, 2006","Representative Wayne T. Gilchrest, Biography",REPRESENTATIVE,Wayne T. Gilchrest ,Maryland (MD),CDIR-2006-09-01/html/CDIR-2006-09-01-MD-H-1.htm
109,"September 1, 2006","Representative Steny H. Hoyer, Biography",REPRESENTATIVE,Steny H. Hoyer ,Maryland (MD),CDIR-2006-09-01/html/CDIR-2006-09-01-MD-H-5.htm
109,"September 1, 2006","Representative C. A. Dutch Ruppersberger, Biography",REPRESENTATIVE,C. A. Dutch Ruppersberger ,Maryland (MD),CDIR-2006-09-01/html/CDIR-2006-09-01-MD-H-2.htm
109,"September 1, 2006","Representative Chris Van Hollen, Biography",REPRESENTATIVE,Chris Van Hollen ,Maryland (MD),CDIR-2006-09-01/html/CDIR-2006-09-01-MD-H-8.htm
109,"September 1, 2006","Representative Albert Russell Wynn, Biography",REPRESENTATIVE,Albert Russell Wynn ,Maryland (MD),CDIR-2006-09-01/html/CDIR-2006-09-01-MD-H-4.htm
109,"September 1, 2006",Massachusetts State Delegation,STATEDELEGATION,Massachusetts (MA) Congressional Delegation ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA.htm
109,"September 1, 2006","Senator Edward M. Kennedy, Biography",SENATOR,Edward M. Kennedy ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA-S-1.htm
109,"September 1, 2006","Senator John F. Kerry, Biography",SENATOR,John F. Kerry ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA-S-2.htm
109,"September 1, 2006","Representative Michael E. Capuano, Biography",REPRESENTATIVE,Michael E. Capuano ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA-H-8.htm
109,"September 1, 2006","Representative Bill Delahunt, Biography",REPRESENTATIVE,Bill Delahunt ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA-H-10.htm
109,"September 1, 2006","Representative Barney Frank, Biography",REPRESENTATIVE,Barney Frank ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA-H-4.htm
109,"September 1, 2006","Representative Stephen F. Lynch, Biography",REPRESENTATIVE,Stephen F. Lynch ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA-H-9.htm
109,"September 1, 2006","Representative Edward J. Markey, Biography",REPRESENTATIVE,Edward J. Markey ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA-H-7.htm
109,"September 1, 2006","Representative James P. Mcgovern, Biography",REPRESENTATIVE,James P. McGovern ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA-H-3.htm
109,"September 1, 2006","Representative Martin T. Meehan, Biography",REPRESENTATIVE,Martin T. Meehan ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA-H-5.htm
109,"September 1, 2006","Representative Richard E. Neal, Biography",REPRESENTATIVE,Richard E. Neal ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA-H-2.htm
109,"September 1, 2006","Representative John W. Olver, Biography",REPRESENTATIVE,John W. Olver ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA-H-1.htm
109,"September 1, 2006","Representative John F. Tierney, Biography",REPRESENTATIVE,John F. Tierney ,Massachusetts (MA),CDIR-2006-09-01/html/CDIR-2006-09-01-MA-H-6.htm
109,"September 1, 2006",Michigan State Delegation,STATEDELEGATION,Michigan (MI) Congressional Delegation ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI.htm
109,"September 1, 2006","Senator Carl Levin, Biography",SENATOR,Carl Levin ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-S-1.htm
109,"September 1, 2006","Senator Debbie Stabenow, Biography",SENATOR,Debbie Stabenow ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-S-2.htm
109,"September 1, 2006","Representative Dave Camp, Biography",REPRESENTATIVE,Dave Camp ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-4.htm
109,"September 1, 2006","Representative John Conyers, Jr., Biography",REPRESENTATIVE,"John Conyers, Jr. ",Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-14.htm
109,"September 1, 2006","Representative John D. Dingell, Biography",REPRESENTATIVE,John D. Dingell ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-15.htm
109,"September 1, 2006","Representative Vernon J. Ehlers, Biography",REPRESENTATIVE,Vernon J. Ehlers ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-3.htm
109,"September 1, 2006","Representative Peter Hoekstra, Biography",REPRESENTATIVE,Peter Hoekstra ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-2.htm
109,"September 1, 2006","Representative Dale E. Kildee, Biography",REPRESENTATIVE,Dale E. Kildee ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-5.htm
109,"September 1, 2006","Representative Carolyn C. Kilpatrick, Biography",REPRESENTATIVE,Carolyn C. Kilpatrick ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-13.htm
109,"September 1, 2006","Representative Joe Knollenberg, Biography",REPRESENTATIVE,Joe Knollenberg ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-9.htm
109,"September 1, 2006","Representative Sander M. Levin, Biography",REPRESENTATIVE,Sander M. Levin ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-12.htm
109,"September 1, 2006","Representative Thaddeus G. Mccotter, Biography",REPRESENTATIVE,Thaddeus G. McCotter ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-11.htm
109,"September 1, 2006","Representative Candice S. Miller, Biography",REPRESENTATIVE,Candice S. Miller ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-10.htm
109,"September 1, 2006","Representative Mike Rogers, Biography",REPRESENTATIVE,Mike Rogers ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-8.htm
109,"September 1, 2006","Representative John J.h. ""joe"" Schwarz, Biography",REPRESENTATIVE,"John J.H. ""Joe"" Schwarz ",Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-7.htm
109,"September 1, 2006","Representative Bart Stupak, Biography",REPRESENTATIVE,Bart Stupak ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-1.htm
109,"September 1, 2006","Representative Fred Upton, Biography",REPRESENTATIVE,Fred Upton ,Michigan (MI),CDIR-2006-09-01/html/CDIR-2006-09-01-MI-H-6.htm
109,"September 1, 2006",Minnesota State Delegation,STATEDELEGATION,Minnesota (MN) Congressional Delegation ,Minnesota (MN),CDIR-2006-09-01/html/CDIR-2006-09-01-MN.htm
109,"September 1, 2006","Senator Norm Coleman, Biography",SENATOR,Norm Coleman ,Minnesota (MN),CDIR-2006-09-01/html/CDIR-2006-09-01-MN-S-2.htm
109,"September 1, 2006","Senator Mark Dayton, Biography",SENATOR,Mark Dayton ,Minnesota (MN),CDIR-2006-09-01/html/CDIR-2006-09-01-MN-S-1.htm
109,"September 1, 2006","Representative Gil Gutknecht, Biography",REPRESENTATIVE,Gil Gutknecht ,Minnesota (MN),CDIR-2006-09-01/html/CDIR-2006-09-01-MN-H-1.htm
109,"September 1, 2006","Representative Mark R. Kennedy, Biography",REPRESENTATIVE,Mark R. Kennedy ,Minnesota (MN),CDIR-2006-09-01/html/CDIR-2006-09-01-MN-H-6.htm
109,"September 1, 2006","Representative John Kline, Biography",REPRESENTATIVE,John Kline ,Minnesota (MN),CDIR-2006-09-01/html/CDIR-2006-09-01-MN-H-2.htm
109,"September 1, 2006","Representative Betty Mccollum, Biography",REPRESENTATIVE,Betty McCollum ,Minnesota (MN),CDIR-2006-09-01/html/CDIR-2006-09-01-MN-H-4.htm
109,"September 1, 2006","Representative James L. Oberstar, Biography",REPRESENTATIVE,James L. Oberstar ,Minnesota (MN),CDIR-2006-09-01/html/CDIR-2006-09-01-MN-H-8.htm
109,"September 1, 2006","Representative Collin C. Peterson, Biography",REPRESENTATIVE,Collin C. Peterson ,Minnesota (MN),CDIR-2006-09-01/html/CDIR-2006-09-01-MN-H-7.htm
109,"September 1, 2006","Representative Jim Ramstad, Biography",REPRESENTATIVE,Jim Ramstad ,Minnesota (MN),CDIR-2006-09-01/html/CDIR-2006-09-01-MN-H-3.htm
109,"September 1, 2006","Representative Martin Olav Sabo, Biography",REPRESENTATIVE,Martin Olav Sabo ,Minnesota (MN),CDIR-2006-09-01/html/CDIR-2006-09-01-MN-H-5.htm
109,"September 1, 2006",Mississippi State Delegation,STATEDELEGATION,Mississippi (MS) Congressional Delegation ,Mississippi (MS),CDIR-2006-09-01/html/CDIR-2006-09-01-MS.htm
109,"September 1, 2006","Senator Thad Cochran, Biography",SENATOR,Thad Cochran ,Mississippi (MS),CDIR-2006-09-01/html/CDIR-2006-09-01-MS-S-1.htm
109,"September 1, 2006","Senator Trent Lott, Biography",SENATOR,Trent Lott ,Mississippi (MS),CDIR-2006-09-01/html/CDIR-2006-09-01-MS-S-2.htm
109,"September 1, 2006","Representative Charles W. ""chip"" Pickering, Biography",REPRESENTATIVE,"Charles W. ""Chip"" Pickering ",Mississippi (MS),CDIR-2006-09-01/html/CDIR-2006-09-01-MS-H-3.htm
109,"September 1, 2006","Representative Gene Taylor, Biography",REPRESENTATIVE,Gene Taylor ,Mississippi (MS),CDIR-2006-09-01/html/CDIR-2006-09-01-MS-H-4.htm
109,"September 1, 2006","Representative Bennie G. Thompson, Biography",REPRESENTATIVE,Bennie G. Thompson ,Mississippi (MS),CDIR-2006-09-01/html/CDIR-2006-09-01-MS-H-2.htm
109,"September 1, 2006","Representative Roger F. Wicker, Biography",REPRESENTATIVE,Roger F. Wicker ,Mississippi (MS),CDIR-2006-09-01/html/CDIR-2006-09-01-MS-H-1.htm
109,"September 1, 2006",Missouri State Delegation,STATEDELEGATION,Missouri (MO) Congressional Delegation ,Missouri (MO),CDIR-2006-09-01/html/CDIR-2006-09-01-MO.htm
109,"September 1, 2006","Senator Christopher S. Bond, Biography",SENATOR,Christopher S. Bond ,Missouri (MO),CDIR-2006-09-01/html/CDIR-2006-09-01-MO-S-1.htm
109,"September 1, 2006","Senator Jim Talent, Biography",SENATOR,Jim Talent ,Missouri (MO),CDIR-2006-09-01/html/CDIR-2006-09-01-MO-S-2.htm
109,"September 1, 2006","Representative W. Todd Akin, Biography",REPRESENTATIVE,W. Todd Akin ,Missouri (MO),CDIR-2006-09-01/html/CDIR-2006-09-01-MO-H-2.htm
109,"September 1, 2006","Representative Roy Blunt, Biography",REPRESENTATIVE,Roy Blunt ,Missouri (MO),CDIR-2006-09-01/html/CDIR-2006-09-01-MO-H-7.htm
109,"September 1, 2006","Representative Russ Carnahan, Biography",REPRESENTATIVE,Russ Carnahan ,Missouri (MO),CDIR-2006-09-01/html/CDIR-2006-09-01-MO-H-3.htm
109,"September 1, 2006","Representative Wm. Lacy Clay, Biography",REPRESENTATIVE,Wm. Lacy Clay ,Missouri (MO),CDIR-2006-09-01/html/CDIR-2006-09-01-MO-H-1.htm
109,"September 1, 2006","Representative Jo Ann Emerson, Biography",REPRESENTATIVE,Jo Ann Emerson ,Missouri (MO),CDIR-2006-09-01/html/CDIR-2006-09-01-MO-H-8.htm
109,"September 1, 2006","Representative Sam Graves, Biography",REPRESENTATIVE,Sam Graves ,Missouri (MO),CDIR-2006-09-01/html/CDIR-2006-09-01-MO-H-6.htm
109,"September 1, 2006","Representative Kenny C. Hulshof, Biography",REPRESENTATIVE,Kenny C. Hulshof ,Missouri (MO),CDIR-2006-09-01/html/CDIR-2006-09-01-MO-H-9.htm
109,"September 1, 2006","Representative Emanuel Cleaver II, Biography",REPRESENTATIVE,EMANUEL CLEAVER II (MO) ,Missouri (MO),CDIR-2006-09-01/html/CDIR-2006-09-01-MO-H-5.htm
109,"September 1, 2006","Representative Ike Skelton, Biography",REPRESENTATIVE,Ike Skelton ,Missouri (MO),CDIR-2006-09-01/html/CDIR-2006-09-01-MO-H-4.htm
109,"September 1, 2006",Montana State Delegation,STATEDELEGATION,Montana (MT) Congressional Delegation ,Montana (MT),CDIR-2006-09-01/html/CDIR-2006-09-01-MT.htm
109,"September 1, 2006","Senator Max Baucus, Biography",SENATOR,Max Baucus ,Montana (MT),CDIR-2006-09-01/html/CDIR-2006-09-01-MT-S-1.htm
109,"September 1, 2006","Senator Conrad R. Burns, Biography",SENATOR,Conrad R. Burns ,Montana (MT),CDIR-2006-09-01/html/CDIR-2006-09-01-MT-S-2.htm
109,"September 1, 2006","Representative Denny Rehberg, Biography",REPRESENTATIVE,Denny Rehberg ,Montana (MT),CDIR-2006-09-01/html/CDIR-2006-09-01-MT-H-0.htm
109,"September 1, 2006",Nebraska State Delegation,STATEDELEGATION,Nebraska (NE) Congressional Delegation ,Nebraska (NE),CDIR-2006-09-01/html/CDIR-2006-09-01-NE.htm
109,"September 1, 2006","Senator Chuck Hagel, Biography",SENATOR,Chuck Hagel ,Nebraska (NE),CDIR-2006-09-01/html/CDIR-2006-09-01-NE-S-1.htm
109,"September 1, 2006","Senator Ben Nelson, Biography",SENATOR,Ben Nelson ,Nebraska (NE),CDIR-2006-09-01/html/CDIR-2006-09-01-NE-S-2.htm
109,"September 1, 2006","Representative Jeff Fortenberry, Biography",REPRESENTATIVE,Jeff Fortenberry ,Nebraska (NE),CDIR-2006-09-01/html/CDIR-2006-09-01-NE-H-1.htm
109,"September 1, 2006","Representative Tom Osborne, Biography",REPRESENTATIVE,Tom Osborne ,Nebraska (NE),CDIR-2006-09-01/html/CDIR-2006-09-01-NE-H-3.htm
109,"September 1, 2006","Representative Lee Terry, Biography",REPRESENTATIVE,Lee Terry ,Nebraska (NE),CDIR-2006-09-01/html/CDIR-2006-09-01-NE-H-2.htm
109,"September 1, 2006",Nevada State Delegation,STATEDELEGATION,Nevada (NV) Congressional Delegation ,Nevada (NV),CDIR-2006-09-01/html/CDIR-2006-09-01-NV.htm
109,"September 1, 2006","Senator John Ensign, Biography",SENATOR,John Ensign ,Nevada (NV),CDIR-2006-09-01/html/CDIR-2006-09-01-NV-S-2.htm
109,"September 1, 2006","Senator Harry Reid, Biography",SENATOR,Harry Reid ,Nevada (NV),CDIR-2006-09-01/html/CDIR-2006-09-01-NV-S-1.htm
